ID,bug type,species,sym_h,sym_v,sym_aspect,hu1,hu2,hu3,hu4,hu5,hu6,hu7,solidity,eccentricity,extent,perimeter,area,convex_area,compactness,r_min,r_max,r_mean,r_median,r_std,g_min,g_max,g_mean,g_median,g_std,b_min,b_max,b_mean,b_median,b_std,pixel_ratio,bg_brightness,color_dominance,edge_density,texture_contrast,brightness_mean,saturation_mean,r_range,g_range,b_range,mean_channel_spread,median_channel_spread,range_channel_spread,mean_color_std,max_color_std,rg_mean_diff,rb_mean_diff,gb_mean_diff,rg_mean_ratio,rb_mean_ratio,gb_mean_ratio,red_cv,green_cv,blue_cv,yellow_score,warmth_score,darkness_score,saturation_brightness_ratio,bug_bg_brightness_diff,bug_bg_brightness_absdiff,symmetry_mean,symmetry_product,symmetry_absdiff,aspect_log,area_sqrt,perimeter_area_ratio,convex_area_ratio,solidity_extent_product,eccentricity_aspect_product,hu_abs_sum,hu_abs_mean,hu_abs_std,hu_energy,edge_texture_product,edge_pixel_product,texture_brightness_ratio,texture_saturation_ratio,color_texture_product
1,Bee,Apis mellifera,0.490364,0.019925,0.824427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.635953,0.529241,0.48525,790.83,6760.5,10630.5,0.13584,5.0,207.0,68.0058,56.0,47.6338,3.0,201.0,54.8131,38.0,44.9733,2.0,189.0,39.8132,24.0,35.7833,0.007411,99.1187,0.418157,0.272804,44.472,54.2107,112.933,202.0,198.0,187.0,28.19259999999999,32.0,205.0,42.7968,47.6338,13.192699999999995,28.19259999999999,14.999899999999997,1.240685164655152,1.7081219293674428,1.376756954945175,0.7004373156304251,0.8204845191966796,0.8987798016512417,21.59624999999999,28.19259999999999,200.7893,2.08322342264381,-44.908,44.908,0.2551445,0.0097705027,0.47043900000000005,0.601265965131998,82.2222597597512,9.618198311517373,1.5724428666516421,0.30859619325,0.43632056990699997,0.0,0.0,0.0,0.0,12.132139488,0.002021750444,0.8203546532175318,0.3937910088247563,18.596278104
2,Bee,Apis mellifera,0.412442,0.0,0.662722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.555026,0.765876,0.415522,838.41,7865.0,14170.5,0.140605,3.0,188.0,63.8467,55.0,42.0723,2.0,184.0,52.1506,34.0,42.7942,1.0,180.0,35.7727,19.0,34.4776,0.008561,91.5545,0.42068,0.25368,41.2834,50.59,123.7198,185.0,182.0,179.0,28.073999999999998,36.0,187.0,39.78136666666666,42.7942,11.696100000000001,28.073999999999998,16.377899999999997,1.224275463729578,1.784788400042916,1.457832369335895,0.6589580980589607,0.8205888330945265,0.9637964145573639,22.225949999999997,28.073999999999998,204.41,2.4455386439524505,-40.9645,40.9645,0.206221,0.0,0.412442,0.5084560184676098,88.68483523128404,9.453814711433242,1.8017164653525999,0.230625513572,0.507562874472,0.0,0.0,0.0,0.0,10.472772912,0.00217175448,0.8160387428184218,0.3336846648609706,17.367100712
3,Bee,Apis mellifera,0.11553,0.0,0.941964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.619648,0.278722,0.437532,1262.56,20679.5,33373.0,0.163023,4.0,255.0,107.1844,114.0,58.5333,0.0,255.0,87.8,86.0,59.7978,0.0,255.0,63.4173,52.0,54.5554,0.022088,114.9329,0.414797,0.234437,58.1445,86.1339,124.405,251.0,255.0,255.0,43.7671,62.0,255.0,57.628833333333326,59.7978,19.3844,43.7671,24.3827,1.2207790432662782,1.69014448736086,1.3844802600964645,0.5460990591863545,0.6810683371220835,0.8602605282649962,34.0749,43.7671,168.86610000000002,1.4443209932274712,-28.799000000000007,28.799000000000007,0.057765,0.0,0.11553,0.6636998321071966,143.80368562731624,8.779747156573507,1.6138204502042306,0.271115828736,0.26254609000800005,0.0,0.0,0.0,0.0,13.6312221465,0.005178244456,0.6750478034702359,0.4673807322819229,24.1181641665
4,Bee,Apis mellifera,0.002698,0.052557,0.774359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.594985,0.697554,0.41462,1096.82,12208.5,20519.0,0.127528,4.0,210.0,87.4777,88.0,46.1899,4.0,203.0,70.9012,61.0,45.9118,0.0,190.0,50.2936,37.0,37.2071,0.013164,105.4972,0.419211,0.2336,44.578,69.5575,118.6115,206.0,199.0,190.0,37.1841,51.0,210.0,43.10293333333333,46.1899,16.576499999999996,37.1841,20.607600000000005,1.2337971712575555,1.7393405920089369,1.409745971626415,0.5280191408721535,0.6475461628202689,0.7397979066771956,28.895849999999996,37.1841,185.4425,1.7052294863716315,-35.9397,35.9397,0.0276275,0.000141798786,0.049859,0.5734392309448444,110.49208116421738,9.926684233234226,1.6807142564605249,0.2466926807,0.540157217886,0.0,0.0,0.0,0.0,10.4134208,0.0030751104,0.6408798475988803,0.3758320230300111,18.687587958
5,Bee,Apis mellifera,0.224641,0.099461,0.834356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.551361,0.763249,0.377842,919.35,8376.0,15191.5,0.124532,9.0,230.0,123.0569,133.0,62.0991,6.0,218.0,100.7441,90.0,62.7472,1.0,214.0,80.8283,63.0,60.3444,0.009143,111.015,0.403956,0.273556,61.664,101.5431,102.0434,221.0,212.0,213.0,42.2286,70.0,229.0,61.73023333333333,62.7472,22.312799999999996,42.2286,19.915800000000004,1.2214799675492511,1.522448201910439,1.2463963735319634,0.504637285674313,0.6228374664062427,0.7465751475566531,31.072199999999995,42.2286,153.45690000000002,1.0049269718867662,-9.471900000000005,9.471900000000005,0.162051,0.022343018500999998,0.12518,0.6066934662294046,91.52048950918041,10.045291550781476,1.8136938872968225,0.208327342962,0.6368213826439999,0.0,0.0,0.0,0.0,16.868557184,0.0025011225080000003,0.607269228528504,0.604291899323187,24.909542784
6,Bee,Apis mellifera,0.003522,0.241394,0.618056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62992,0.786688,0.423338,633.35,5425.5,8613.0,0.169969,7.0,195.0,100.6465,109.0,49.6458,5.0,194.0,84.6058,78.0,51.4209,3.0,198.0,68.619,55.0,49.0995,0.005935,87.9515,0.396447,0.265532,50.172,84.6238,95.9677,188.0,189.0,195.0,32.0275,54.0,195.0,50.0554,51.4209,16.0407,32.0275,15.986800000000002,1.1895933848366236,1.4667439047280382,1.2329792039925824,0.4932690158078694,0.6077703892569094,0.715537970522515,24.007149999999996,32.0275,170.37619999999998,1.1340509407384913,-3.327699999999993,3.327699999999993,0.122458,0.0008501896679999999,0.237872,0.48122542866777385,73.65799345624343,8.59852366692073,1.587503455902389,0.26666907296000003,0.4862172385280001,0.0,0.0,0.0,0.0,13.322271503999998,0.00157593242,0.5928828532801306,0.5228009007142737,19.890538883999998
7,Bee,Apis mellifera,0.0,0.055696,1.505747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.703189,0.901434,0.457533,541.49,5214.5,7415.5,0.223484,13.0,234.0,91.5548,87.0,41.2488,10.0,230.0,72.7471,70.0,36.6045,9.0,219.0,50.9474,41.0,34.5777,0.005667,111.6175,0.425343,0.243015,36.236,71.7498,118.5285,221.0,220.0,210.0,40.6074,46.0,225.0,37.477000000000004,41.2488,18.807699999999997,40.6074,21.7997,1.2585353917715134,1.797045580308376,1.4278864083068443,0.45053672772535647,0.5031746969913141,0.6786941041019032,31.203549999999993,40.6074,183.2502,1.6519697615651616,-39.86770000000001,39.86770000000001,0.027848,0.0,0.055696,0.9185868936757884,72.21149492982401,7.498667636208442,1.4220922427842702,0.321732172737,1.3573315411979998,0.0,0.0,0.0,0.0,8.80589154,0.0013771660050000002,0.5050327666348194,0.3057155030199005,15.412728948
8,Bee,Apis mellifera,0.0,0.280201,0.877301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.586275,0.744501,0.317832,663.23,6817.5,11628.5,0.194765,5.0,161.0,55.5579,47.0,35.5283,5.0,163.0,43.1697,31.0,35.4064,4.0,179.0,36.8651,24.0,37.1784,0.007429,93.7578,0.409741,0.212844,35.0703,45.1976,101.6956,156.0,158.0,175.0,18.6928,23.0,175.0,36.0377,37.1784,12.388199999999998,18.6928,6.304600000000001,1.2869651630359498,1.5070595223800545,1.171018117374671,0.6394824138306258,0.820167849190053,1.008498552804455,12.4987,18.6928,209.8024,2.250022125018806,-48.5602,48.5602,0.1401005,0.0,0.280201,0.6298351070279501,82.56815366713731,8.032515813126842,1.7056839017232555,0.1863369558,0.653151471801,0.0,0.0,0.0,0.0,7.464502933200001,0.001581218076,0.7759327928744905,0.34485562796871394,14.369739792300003
9,Bee,Apis mellifera,0.145084,0.200417,0.953846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.673889,0.647811,0.410019,693.23,6609.5,9808.0,0.172833,7.0,238.0,87.6836,95.0,52.3386,2.0,227.0,71.5061,65.0,51.505,1.0,232.0,68.2735,58.0,54.1241,0.007194,112.4134,0.385485,0.240515,51.5923,75.8211,90.4302,231.0,225.0,231.0,19.4101,37.0,237.0,52.6559,54.1241,16.177499999999995,19.4101,3.232600000000005,1.2262394396949876,1.2842991790184435,1.047347799643385,0.5969029556200144,0.7202881991785276,0.7927541432504155,11.32135000000001,19.4101,179.1789,1.192678555162182,-36.592299999999994,36.592299999999994,0.1727505,0.029077300028,0.05533300000000002,0.6697997378227936,81.29883147991735,8.526936825195532,1.48392465390703,0.276307293891,0.617911931106,0.0,0.0,0.0,0.0,12.4087220345,0.00173026491,0.6804477909093847,0.570520688878599,19.8880577655
10,Bee,Apis mellifera,0.19033,0.381364,0.872222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.673118,0.577449,0.521798,969.72,14746.0,21907.0,0.197057,5.0,236.0,83.0206,82.0,52.0283,0.0,215.0,63.6572,49.0,48.4846,0.0,232.0,60.4848,45.0,50.4017,0.015798,112.3624,0.400751,0.226164,49.1339,69.0542,104.2004,231.0,215.0,232.0,22.535800000000002,37.0,236.0,50.30486666666667,52.0283,19.3634,22.535800000000002,3.172400000000003,1.3041824019701749,1.3725861703870628,1.0524495410243162,0.6266914476572478,0.7616514706779178,0.8332953072369704,12.854099999999995,22.535800000000002,185.94580000000002,1.5089654213428154,-43.3082,43.3082,0.28584699999999996,0.07258501012,0.19103399999999998,0.6271259607677823,121.43310915891102,7.985630992310422,1.4856232198561314,0.351231626164,0.503663721678,0.0,0.0,0.0,0.0,11.112319359599999,0.003572938872,0.7115265979373951,0.47153273883332947,19.6904595589
11,Bee,Apis mellifera,0.113017,0.156418,1.097902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75638,0.467813,0.570309,717.33,12804.0,16928.0,0.312694,12.0,255.0,120.5252,124.0,45.0394,3.0,232.0,89.1163,90.0,41.5119,1.0,254.0,82.4027,80.0,45.9348,0.013654,84.7598,0.412695,0.296765,41.8313,97.3481,97.1905,243.0,229.0,253.0,38.1225,44.0,254.0,44.16203333333333,45.9348,31.408900000000003,38.1225,6.7136,1.3524484297333659,1.4626365398043677,1.0814730585152976,0.373692804489238,0.4658171400690354,0.5574428993157088,22.418050000000008,38.1225,157.6519,0.9983810675195676,12.588300000000004,12.588300000000004,0.1347175,0.017677893106,0.043400999999999995,0.740937797729626,113.15476127852509,6.339370892471655,1.3220868478599404,0.43137032142,0.513612828326,0.0,0.0,0.0,0.0,12.4140657445,0.00405202931,0.42970843806474174,0.43040523507513173,17.2635683535
12,Bee,Apis mellifera,0.288834,0.354563,0.945652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.700415,0.591145,0.527346,927.74,16883.5,24105.0,0.246503,11.0,225.0,109.405,108.0,44.6081,2.0,188.0,75.5949,72.0,37.5214,6.0,255.0,82.6638,73.0,51.1562,0.018011,92.2402,0.40874,0.205193,39.7669,89.2212,98.9789,214.0,186.0,249.0,33.810100000000006,36.0,253.0,44.428566666666676,51.1562,33.810100000000006,26.741200000000006,-7.068899999999999,1.4472537168321242,1.3234934759674308,0.9144861474924394,0.4077336501950758,0.49634829862204527,0.6188464599907233,9.836150000000004,26.741200000000006,165.7788,1.1093652629519737,-3.0190000000000055,3.0190000000000055,0.3216985,0.102409849542,0.06572900000000004,0.6655971394062359,129.93652296409968,7.1399478670765,1.427725293925938,0.36936104859,0.55901745154,0.0,0.0,0.0,0.0,8.1598895117,0.003695731123,0.4457113331759076,0.40177148866675855,16.254322706
13,Bee,Apis mellifera,0.114552,0.542213,0.487705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.628645,0.857069,0.523781,1050.59,15208.5,24192.5,0.173153,6.0,255.0,104.9444,100.0,47.8174,4.0,255.0,78.3886,71.0,42.6703,0.0,255.0,52.6457,43.0,39.3236,0.016307,70.3351,0.44472,0.302395,42.8682,78.6596,132.851,249.0,251.0,255.0,52.298700000000004,57.0,255.0,43.27043333333333,47.8174,26.555800000000005,52.298700000000004,25.7429,1.338771198856227,1.9934087683895665,1.4889839055898397,0.45564508444037366,0.544343182547662,0.7469479938390611,39.0208,52.298700000000004,176.3404,1.6889356162288018,8.3245,8.3245,0.32838249999999997,0.062111583575999996,0.42766099999999996,0.3972346640680661,123.32274729343325,8.519028508923132,1.5907222934542136,0.329272306745,0.417996836645,0.0,0.0,0.0,0.0,12.963129339000002,0.004931155265,0.5449837019188378,0.32267879052229437,19.064345904
14,Bee,Apis mellifera,0.267509,0.44347,0.817073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.719004,0.44435,0.464575,736.74,10209.5,14199.5,0.236365,11.0,255.0,137.2579,137.0,51.5004,1.0,227.0,107.3101,103.0,48.2386,8.0,255.0,99.5451,90.0,50.8057,0.010972,93.4244,0.398874,0.320516,48.2245,114.7044,82.3281,244.0,226.0,247.0,37.7128,47.0,254.0,50.18156666666667,51.5004,29.9478,37.7128,7.765000000000001,1.2790771791166062,1.3788513949819845,1.0780048440246883,0.37520900436058535,0.44952525437540797,0.510378712759238,22.7389,37.7128,140.29559999999998,0.7177414292675979,21.28,21.28,0.3554895,0.11863221622999999,0.17596099999999998,0.5972269647214701,101.04207044592862,7.2914182848912,1.390812478573741,0.3340312833,0.36306638755000004,0.0,0.0,0.0,0.0,15.456723842,0.0035167015520000005,0.4204241511186979,0.5857599045698155,19.235499213
15,Bee,Apis mellifera,0.028679,0.259954,0.906977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49905,0.265413,0.353991,1450.91,14703.0,29462.0,0.087768,12.0,250.0,123.5924,125.0,50.6513,3.0,233.0,94.8776,98.0,44.6826,0.0,234.0,80.7822,82.0,40.7901,0.015954,97.1997,0.413004,0.302625,44.9385,99.7507,97.7004,238.0,230.0,234.0,42.810199999999995,43.0,250.0,45.37466666666666,50.6513,28.714799999999997,42.810199999999995,14.095399999999998,1.3026509945308202,1.5299459534212987,1.1744864586360053,0.40982536142667486,0.4709499397068333,0.5049392068982407,28.452799999999996,42.810199999999995,155.2493,0.9794457582655616,2.5509999999999877,2.5509999999999877,0.14431650000000001,0.007455220766000001,0.231275,0.6455192657170232,121.25592769015459,11.965683060835973,2.0038087465141805,0.17665920855,0.240723486501,0.0,0.0,0.0,0.0,13.599513562499999,0.00482807925,0.45050811673050406,0.45996229288252694,18.559780254
16,Bee,Apis mellifera,0.33626,0.331518,0.727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.522358,0.805892,0.335378,1211.84,15612.5,29888.5,0.133594,15.0,242.0,107.1,101.0,46.2413,5.0,239.0,87.0013,84.0,40.1946,0.0,244.0,66.8742,62.0,33.8392,0.016806,85.6595,0.410383,0.270671,40.388,86.9918,98.8869,227.0,234.0,244.0,40.22579999999999,39.0,244.0,40.0917,46.2413,20.098699999999994,40.22579999999999,20.1271,1.2310160882511982,1.60151448538298,1.300969581672738,0.4317581699306092,0.4619999930982411,0.5060127822014168,30.17644999999999,40.22579999999999,168.0082,1.1367381753092045,1.3323000000000036,1.3323000000000036,0.333889,0.11147624267999999,0.004742000000000024,0.5465438642627943,124.949989995998,9.69860021620742,1.9143955164130078,0.175187381324,0.586103492516,0.0,0.0,0.0,0.0,10.931860347999999,0.004548896826,0.4642736441772181,0.40842619193838187,16.574548604
17,Bee,Apis mellifera,0.352427,0.451274,0.965854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.557588,0.453872,0.340515,948.42,13821.5,24788.0,0.19309,4.0,246.0,122.7642,116.0,47.0617,0.0,234.0,106.6654,109.0,45.7578,0.0,254.0,74.6745,66.0,42.7123,0.01483,88.119,0.403691,0.305542,44.3196,101.3681,109.622,242.0,234.0,254.0,48.08970000000001,50.0,254.0,45.17726666666667,47.0617,16.098799999999997,48.08970000000001,31.99090000000001,1.150928042259712,1.6439909205733687,1.4284046093187313,0.38335035783735527,0.42898446918654987,0.571979725333655,40.0403,48.08970000000001,153.6319,1.0814250242326586,13.249099999999999,13.249099999999999,0.4018505,0.15904114199799999,0.09884700000000002,0.6759267565055301,117.56487570698997,8.067205398623521,1.7934377600114464,0.18986707782,0.438374086688,0.0,0.0,0.0,0.0,13.541499223199999,0.00453118786,0.43721446884732756,0.4042947583477377,17.891423643600003
18,Bee,Apis mellifera,0.346498,0.168654,0.971831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.490465,0.698481,0.290796,978.85,12821.5,26141.5,0.168158,19.0,251.0,137.1135,133.0,48.6236,8.0,232.0,112.9694,110.0,46.4897,4.0,255.0,96.2425,88.0,47.4339,0.013779,92.2365,0.39591,0.321439,46.2089,115.4418,89.0432,232.0,224.0,251.0,40.87099999999998,45.0,251.0,47.51573333333334,48.6236,24.144099999999995,40.87099999999998,16.726899999999986,1.2137224770494157,1.4246668571428975,1.173799516833272,0.35462299481557535,0.4115247137684052,0.4928581447853821,28.79894999999999,40.87099999999998,139.5582,0.7713254644264788,23.205299999999994,23.205299999999994,0.25757599999999997,0.058438273692,0.17784399999999997,0.678962552710846,113.23206259712838,8.64463631183717,2.0388800062393604,0.14262526014,0.678805488711,0.0,0.0,0.0,0.0,14.853342607099998,0.004429107981,0.40027875517879763,0.518949229132388,18.294565599
19,Bee,Apis mellifera,0.474711,0.402885,0.6875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.711082,0.737974,0.453559,857.64,11495.0,16165.5,0.196387,8.0,255.0,107.7049,106.0,36.5864,0.0,255.0,88.3586,95.0,37.268,0.0,254.0,65.9508,63.0,32.0213,0.012361,111.1862,0.411065,0.289121,35.2411,87.3381,110.5996,247.0,255.0,254.0,41.754099999999994,43.0,255.0,35.2919,37.268,19.3463,41.754099999999994,22.407799999999995,1.218952088407705,1.6331098333661893,1.3397654008542765,0.3396911375402633,0.4217812414363539,0.48553315501122746,32.08094999999999,41.754099999999994,167.6619,1.2663385166237147,-23.848100000000002,23.848100000000002,0.438798,0.191253941235,0.071826,0.5232481437645479,107.2147377928986,7.999273398855495,1.406307090039025,0.322517640838,0.507357125,0.0,0.0,0.0,0.0,10.188942073100002,0.0035738246810000005,0.4035020225949099,0.31863677626032433,14.486382771500002
20,Bee,Apis mellifera,0.224057,0.091664,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.624159,0.441902,0.404236,1157.96,17997.0,28834.0,0.168666,8.0,255.0,91.6388,89.0,54.4962,0.0,255.0,68.216,62.0,46.4881,0.0,255.0,60.4332,49.0,44.8868,0.019303,108.6601,0.415995,0.244131,47.6397,73.4294,100.6786,247.0,255.0,255.0,31.205600000000004,40.0,255.0,48.62370000000001,54.4962,23.42280000000001,31.205600000000004,7.782799999999995,1.3433622610334326,1.5163651767320554,1.128783516326642,0.5946847841678995,0.6814838161035317,0.7427506734585833,19.494200000000006,31.205600000000004,181.5706,1.3710938670155128,-35.2307,35.2307,0.15786050000000001,0.020537960848,0.132393,0.6931471805599453,134.15289784421356,8.63164358429336,1.6021559148746123,0.252307537524,0.441902,0.0,0.0,0.0,0.0,11.6303276007,0.004712460693,0.6487823678165859,0.4731859600702315,19.817877001499998
21,Bee,Apis mellifera,0.341717,0.356046,0.578544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.565365,0.837959,0.384613,1225.4,15158.0,26811.0,0.126851,15.0,230.0,123.0611,118.0,40.8275,4.0,203.0,101.7331,104.0,37.5483,2.0,255.0,100.1442,97.0,45.1723,0.016004,102.2078,0.378721,0.267248,37.8985,108.3128,73.5566,215.0,199.0,253.0,22.9169,21.0,253.0,41.182700000000004,45.1723,21.328000000000003,22.9169,1.5888999999999953,1.2096466145117994,1.228839014129337,1.0158661210432969,0.3317660901752726,0.3690863642180462,0.45107255337352464,12.252899999999997,22.9169,146.68720000000002,0.6791127179735073,6.10499999999999,6.10499999999999,0.34888149999999996,0.121666970982,0.01432899999999998,0.45650290319188075,123.11782974045636,9.953066932493062,1.7687689668820576,0.21744672874499998,0.484796151696,0.0,0.0,0.0,0.0,10.128298328,0.004277036992,0.3498986269365218,0.5152290888850867,14.352957818499998
22,Bee,Apis mellifera,0.120104,0.123226,0.775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.590011,0.686415,0.413855,1007.6,12829.5,21744.5,0.158799,10.0,255.0,146.0768,162.0,68.0599,0.0,255.0,105.7633,111.0,58.9064,0.0,255.0,103.8765,99.0,66.24,0.013853,109.7477,0.410655,0.28724,60.8537,118.5722,101.2049,245.0,255.0,255.0,42.2003,63.0,255.0,64.4021,68.0599,40.31349999999999,42.2003,1.886800000000008,1.3811671912527201,1.4062545426404793,1.0181638772867958,0.46591861267178697,0.5569644668750221,0.6376803222996762,22.04355000000001,42.2003,136.4278,0.8535297481125126,8.8245,8.8245,0.121665,0.014799935504,0.0031219999999999998,0.5738004229273792,113.26738277191717,8.895764829492666,1.6948828870960135,0.24417900240499996,0.5319716250000001,0.0,0.0,0.0,0.0,17.479616788,0.0039791357200000006,0.5132206368734559,0.6012920322968425,24.9898761735
23,Bee,Apis mellifera,0.0,0.038779,0.699571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.694769,0.921568,0.411293,1126.33,15620.5,22483.0,0.15473,6.0,250.0,116.2478,119.0,46.3796,1.0,245.0,98.5986,103.0,46.9136,0.0,246.0,81.4833,76.0,45.2086,0.01677,97.7214,0.392292,0.274303,45.3137,98.7766,87.4063,244.0,244.0,246.0,34.7645,43.0,250.0,46.16726666666667,46.9136,17.649199999999993,34.7645,17.115300000000005,1.1790005131799133,1.4266457052987955,1.2100467212151442,0.3989718515068761,0.4758039160751187,0.554820435591651,25.93990000000001,34.7645,156.2234,0.8848887286980429,1.0551999999999992,1.0551999999999992,0.0193895,0.0,0.038779,0.5303758662746326,124.98199870381335,9.01193781242212,1.4393265260394073,0.285753626317,0.6447022473280001,0.0,0.0,0.0,0.0,12.4296838511,0.00460006131,0.4587493394138009,0.5184260173406444,17.776202000399998
